Document No_,Line No_,Sell-to Customer No_,Type,No_,Location Code,Posting Date,Shipment Date,Description_x,Unit of Measure,Quantity,Unit Price,Unit Cost (LCY),Line Discount _,Line Discount Amount,Amount,Amount Including VAT,Item Category Code_x,Tipo,Buy-from Vendor No_,Expected Receipt Date,Unit Cost,Description_y,Base Unit of Measure,Item Category Code_y,Cantidad en Inventario
108037,10000,,2,1960-S,,2022-02-13,,"Silla inv. ROMA, verde",Unidad,7.0,,,0.0,0.0,1057.7,,SILLA,Compra,20000.0,2022-01-01,151.1,"Silla inv. ROMA, verde",UDS,SILLA,2.0
108038,10000,,2,1928-S,,2022-02-14,,Lámpara ÁMSTERDAM,Unidad,11.0,,,0.0,0.0,474.1,,VARIOS,Compra,30000.0,2022-01-01,43.1,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0
108039,10000,,2,1996-S,,2022-02-14,,"Pizarra ATLANTA, base",Unidad,6.0,,,0.0,0.0,6571.8,,VARIOS,Compra,40000.0,2022-01-01,1095.3,"Pizarra ATLANTA, base",UDS,VARIOS,10.0
108040,10000,,2,1964-S,,2022-02-15,,"Silla inv. TOKIO, azul",Unidad,5.0,,,0.0,0.0,755.5,,SILLA,Compra,40000.0,2022-01-01,151.1,"Silla inv. TOKIO, azul",UDS,SILLA,4.0
108041,10000,,2,2000-S,,2022-02-15,,"Silla giratoria SIDNEY, verde",Unidad,5.0,,,0.0,0.0,744.5,,SILLA,Compra,30000.0,2022-01-01,148.9,"Silla giratoria SIDNEY, verde",UDS,SILLA,38.0
108042,10000,,2,1906-S,,2022-02-16,,Pedestal móvil ATENAS,Unidad,8.0,,,0.0,0.0,2719.2,,ESCRITORIO,Compra,30000.0,2022-01-01,339.9,Pedestal móvil ATENAS,UDS,ESCRITORIO,5.0
108043,10000,,2,1908-S,,2022-03-09,,"Silla giratoria LONDRES, azul",Unidad,6.0,,,0.0,0.0,893.4,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria LONDRES, azul",UDS,SILLA,3.0
108043,20000,,2,1988-S,,2022-03-09,,"Silla inv. SEUL, roja",Unidad,6.0,,,0.0,0.0,906.6,,SILLA,Compra,20000.0,2022-01-01,151.1,"Silla inv. SEUL, roja",UDS,SILLA,0.0
108044,10000,,2,1920-S,,2022-03-09,,Mesa de conferencia AMBERES,Unidad,7.0,,,0.0,0.0,3556.0,,ESCRITORIO,Compra,40000.0,2022-01-01,508.0,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0
108045,10000,,2,1972-S,,2022-03-10,,"Silla giratoria MUNICH, amar.",Unidad,9.0,,,0.0,0.0,1340.1,,SILLA,Compra,30000.0,2022-01-01,148.9,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0
108046,10000,,2,1968-S,,2022-03-11,,"Silla giratoria MÉXICO, negra",Unidad,8.0,,,0.0,0.0,1191.2,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0
108047,10000,,2,1900-S,,2022-03-12,,"Silla inv. PARÍS, negra",Unidad,11.0,,,0.0,0.0,1662.1,,SILLA,Compra,50000.0,2022-01-01,151.1,"Silla inv. PARÍS, negra",UDS,SILLA,0.0
108047,20000,,2,1980-S,,2022-03-12,,"Silla giratoria MOSCÚ, roja",Unidad,6.0,,,0.0,0.0,893.4,,SILLA,Compra,50000.0,2022-01-01,148.9,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0
108048,10000,,2,1936-S,,2022-03-12,,"BERLIN Guest Chair, yellow",Unidad,10.0,,,0.0,0.0,1511.0,,SILLA,Compra,10000.0,2022-01-01,151.1,"Silla invit. BERLÍN, amar.",UDS,SILLA,100.0
108049,10000,,2,1896-S,,2022-03-13,,Escritorio ATENAS,Unidad,15.0,,,0.0,0.0,11769.0,,MESA,Compra,50000.0,2022-01-01,784.6,Escritorio ATENAS,UDS,MESA,4.0
108050,10000,,2,1960-S,,2022-03-14,,"Silla inv. ROMA, verde",Unidad,9.0,,,0.0,0.0,1359.9,,SILLA,Compra,20000.0,2022-01-01,151.1,"Silla inv. ROMA, verde",UDS,SILLA,2.0
108051,10000,,2,1928-S,,2022-03-15,,Lámpara ÁMSTERDAM,Unidad,13.0,,,0.0,0.0,560.3,,VARIOS,Compra,30000.0,2022-01-01,43.1,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0
108052,10000,,2,1996-S,,2022-03-15,,"Pizarra ATLANTA, base",Unidad,10.0,,,0.0,0.0,10953.0,,VARIOS,Compra,40000.0,2022-01-01,1095.3,"Pizarra ATLANTA, base",UDS,VARIOS,10.0
108053,10000,,2,1964-S,,2022-03-16,,"Silla inv. TOKIO, azul",Unidad,6.0,,,0.0,0.0,906.6,,SILLA,Compra,40000.0,2022-01-01,151.1,"Silla inv. TOKIO, azul",UDS,SILLA,4.0
108054,10000,,2,2000-S,,2022-03-16,,"Silla giratoria SIDNEY, verde",Unidad,7.0,,,0.0,0.0,1042.3,,SILLA,Compra,30000.0,2022-01-01,148.9,"Silla giratoria SIDNEY, verde",UDS,SILLA,38.0
108055,10000,,2,1906-S,,2022-03-17,,Pedestal móvil ATENAS,Unidad,9.0,,,0.0,0.0,3059.1,,ESCRITORIO,Compra,30000.0,2022-01-01,339.9,Pedestal móvil ATENAS,UDS,ESCRITORIO,5.0
108056,10000,,2,1908-S,,2022-04-09,,"Silla giratoria LONDRES, azul",Unidad,6.0,,,0.0,0.0,893.4,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria LONDRES, azul",UDS,SILLA,3.0
108056,20000,,2,1988-S,,2022-04-09,,"Silla inv. SEUL, roja",Unidad,5.0,,,0.0,0.0,755.5,,SILLA,Compra,20000.0,2022-01-01,151.1,"Silla inv. SEUL, roja",UDS,SILLA,0.0
108057,10000,,2,1920-S,,2022-04-09,,Mesa de conferencia AMBERES,Unidad,6.0,,,0.0,0.0,3048.0,,ESCRITORIO,Compra,40000.0,2022-01-01,508.0,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0
108058,10000,,2,1972-S,,2022-04-10,,"Silla giratoria MUNICH, amar.",Unidad,10.0,,,0.0,0.0,1489.0,,SILLA,Compra,30000.0,2022-01-01,148.9,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0
108059,10000,,2,1900-S,,2022-04-11,,"Silla inv. PARÍS, negra",Unidad,11.0,,,0.0,0.0,1662.1,,SILLA,Compra,50000.0,2022-01-01,151.1,"Silla inv. PARÍS, negra",UDS,SILLA,0.0
108059,20000,,2,1980-S,,2022-04-11,,"Silla giratoria MOSCÚ, roja",Unidad,5.0,,,0.0,0.0,744.5,,SILLA,Compra,50000.0,2022-01-01,148.9,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0
108060,10000,,2,1968-S,,2022-04-11,,"Silla giratoria MÉXICO, negra",Unidad,9.0,,,0.0,0.0,1340.1,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0
108061,10000,,2,1936-S,,2022-04-12,,"BERLIN Guest Chair, yellow",Unidad,11.0,,,0.0,0.0,1662.1,,SILLA,Compra,10000.0,2022-01-01,151.1,"Silla invit. BERLÍN, amar.",UDS,SILLA,100.0
108062,10000,,2,1896-S,,2022-04-13,,Escritorio ATENAS,Unidad,18.0,,,0.0,0.0,14122.8,,MESA,Compra,50000.0,2022-01-01,784.6,Escritorio ATENAS,UDS,MESA,4.0
108063,10000,,2,1928-S,,2022-04-14,,Lámpara ÁMSTERDAM,Unidad,13.0,,,0.0,0.0,560.3,,VARIOS,Compra,30000.0,2022-01-01,43.1,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0
108064,10000,,2,1960-S,,2022-04-14,,"Silla inv. ROMA, verde",Unidad,9.0,,,0.0,0.0,1359.9,,SILLA,Compra,20000.0,2022-01-01,151.1,"Silla inv. ROMA, verde",UDS,SILLA,2.0
108065,10000,,2,1996-S,,2022-04-14,,"Pizarra ATLANTA, base",Unidad,10.0,,,0.0,0.0,10953.0,,VARIOS,Compra,40000.0,2022-01-01,1095.3,"Pizarra ATLANTA, base",UDS,VARIOS,10.0
108066,10000,,2,1964-S,,2022-04-15,,"Silla inv. TOKIO, azul",Unidad,6.0,,,0.0,0.0,906.6,,SILLA,Compra,40000.0,2022-01-01,151.1,"Silla inv. TOKIO, azul",UDS,SILLA,4.0
108067,10000,,2,1906-S,,2022-04-16,,Pedestal móvil ATENAS,Unidad,9.0,,,0.0,0.0,3059.1,,ESCRITORIO,Compra,30000.0,2022-01-01,339.9,Pedestal móvil ATENAS,UDS,ESCRITORIO,5.0
108067,20000,,2,2000-S,,2022-04-16,,"Silla giratoria SIDNEY, verde",Unidad,8.0,,,0.0,0.0,1191.2,,SILLA,Compra,30000.0,2022-01-01,148.9,"Silla giratoria SIDNEY, verde",UDS,SILLA,38.0
108068,10000,,2,1908-S,,2022-05-09,,"Silla giratoria LONDRES, azul",Unidad,5.0,,,0.0,0.0,744.5,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria LONDRES, azul",UDS,SILLA,3.0
108068,20000,,2,1988-S,,2022-05-09,,"Silla inv. SEUL, roja",Unidad,6.0,,,0.0,0.0,906.6,,SILLA,Compra,20000.0,2022-01-01,151.1,"Silla inv. SEUL, roja",UDS,SILLA,0.0
108069,10000,,2,1920-S,,2022-05-09,,Mesa de conferencia AMBERES,Unidad,7.0,,,0.0,0.0,3556.0,,ESCRITORIO,Compra,40000.0,2022-01-01,508.0,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0
108070,10000,,2,1972-S,,2022-05-10,,"Silla giratoria MUNICH, amar.",Unidad,9.0,,,0.0,0.0,1340.1,,SILLA,Compra,30000.0,2022-01-01,148.9,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0
108071,10000,,2,1968-S,,2022-05-11,,"Silla giratoria MÉXICO, negra",Unidad,8.0,,,0.0,0.0,1191.2,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0
108072,10000,,2,1900-S,,2022-05-12,,"Silla inv. PARÍS, negra",Unidad,7.0,,,0.0,0.0,1057.7,,SILLA,Compra,50000.0,2022-01-01,151.1,"Silla inv. PARÍS, negra",UDS,SILLA,0.0
108072,20000,,2,1980-S,,2022-05-12,,"Silla giratoria MOSCÚ, roja",Unidad,5.0,,,0.0,0.0,744.5,,SILLA,Compra,50000.0,2022-01-01,148.9,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0
108073,10000,,2,1936-S,,2022-05-12,,"BERLIN Guest Chair, yellow",Unidad,9.0,,,0.0,0.0,1359.9,,SILLA,Compra,10000.0,2022-01-01,151.1,"Silla invit. BERLÍN, amar.",UDS,SILLA,100.0
108074,10000,,2,1896-S,,2022-05-13,,Escritorio ATENAS,Unidad,14.0,,,0.0,0.0,10984.4,,MESA,Compra,50000.0,2022-01-01,784.6,Escritorio ATENAS,UDS,MESA,4.0
108075,10000,,2,1960-S,,2022-05-14,,"Silla inv. ROMA, verde",Unidad,8.0,,,0.0,0.0,1208.8,,SILLA,Compra,20000.0,2022-01-01,151.1,"Silla inv. ROMA, verde",UDS,SILLA,2.0
108076,10000,,2,1928-S,,2022-05-15,,Lámpara ÁMSTERDAM,Unidad,11.0,,,0.0,0.0,474.1,,VARIOS,Compra,30000.0,2022-01-01,43.1,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0
108077,10000,,2,1996-S,,2022-05-15,,"Pizarra ATLANTA, base",Unidad,9.0,,,0.0,0.0,9857.7,,VARIOS,Compra,40000.0,2022-01-01,1095.3,"Pizarra ATLANTA, base",UDS,VARIOS,10.0
108078,10000,,2,1964-S,,2022-05-16,,"Silla inv. TOKIO, azul",Unidad,5.0,,,0.0,0.0,755.5,,SILLA,Compra,40000.0,2022-01-01,151.1,"Silla inv. TOKIO, azul",UDS,SILLA,4.0
108079,10000,,2,2000-S,,2022-05-16,,"Silla giratoria SIDNEY, verde",Unidad,7.0,,,0.0,0.0,1042.3,,SILLA,Compra,30000.0,2022-01-01,148.9,"Silla giratoria SIDNEY, verde",UDS,SILLA,38.0
108080,10000,,2,1906-S,,2022-05-17,,Pedestal móvil ATENAS,Unidad,6.0,,,0.0,0.0,2039.4,,ESCRITORIO,Compra,30000.0,2022-01-01,339.9,Pedestal móvil ATENAS,UDS,ESCRITORIO,5.0
108081,10000,,2,1908-S,,2022-06-09,,"Silla giratoria LONDRES, azul",Unidad,5.0,,,0.0,0.0,744.5,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria LONDRES, azul",UDS,SILLA,3.0
108081,20000,,2,1988-S,,2022-06-09,,"Silla inv. SEUL, roja",Unidad,6.0,,,0.0,0.0,906.6,,SILLA,Compra,20000.0,2022-01-01,151.1,"Silla inv. SEUL, roja",UDS,SILLA,0.0
108082,10000,,2,1920-S,,2022-06-09,,Mesa de conferencia AMBERES,Unidad,5.0,,,0.0,0.0,2540.0,,ESCRITORIO,Compra,40000.0,2022-01-01,508.0,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0
108083,10000,,2,1972-S,,2022-06-10,,"Silla giratoria MUNICH, amar.",Unidad,10.0,,,0.0,0.0,1489.0,,SILLA,Compra,30000.0,2022-01-01,148.9,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0
108084,10000,,2,1900-S,,2022-06-11,,"Silla inv. PARÍS, negra",Unidad,7.0,,,0.0,0.0,1057.7,,SILLA,Compra,50000.0,2022-01-01,151.1,"Silla inv. PARÍS, negra",UDS,SILLA,0.0
108084,20000,,2,1980-S,,2022-06-11,,"Silla giratoria MOSCÚ, roja",Unidad,5.0,,,0.0,0.0,744.5,,SILLA,Compra,50000.0,2022-01-01,148.9,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0
108085,10000,,2,1968-S,,2022-06-11,,"Silla giratoria MÉXICO, negra",Unidad,8.0,,,0.0,0.0,1191.2,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0
108086,10000,,2,1936-S,,2022-06-12,,"BERLIN Guest Chair, yellow",Unidad,10.0,,,0.0,0.0,1511.0,,SILLA,Compra,10000.0,2022-01-01,151.1,"Silla invit. BERLÍN, amar.",UDS,SILLA,100.0
108087,10000,,2,1896-S,,2022-06-13,,Escritorio ATENAS,Unidad,15.0,,,0.0,0.0,11769.0,,MESA,Compra,50000.0,2022-01-01,784.6,Escritorio ATENAS,UDS,MESA,4.0
108088,10000,,2,1928-S,,2022-06-14,,Lámpara ÁMSTERDAM,Unidad,13.0,,,0.0,0.0,560.3,,VARIOS,Compra,30000.0,2022-01-01,43.1,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0
108089,10000,,2,1960-S,,2022-06-14,,"Silla inv. ROMA, verde",Unidad,8.0,,,0.0,0.0,1208.8,,SILLA,Compra,20000.0,2022-01-01,151.1,"Silla inv. ROMA, verde",UDS,SILLA,2.0
108090,10000,,2,1996-S,,2022-06-14,,"Pizarra ATLANTA, base",Unidad,9.0,,,0.0,0.0,9857.7,,VARIOS,Compra,40000.0,2022-01-01,1095.3,"Pizarra ATLANTA, base",UDS,VARIOS,10.0
108091,10000,,2,1964-S,,2022-06-15,,"Silla inv. TOKIO, azul",Unidad,5.0,,,0.0,0.0,755.5,,SILLA,Compra,40000.0,2022-01-01,151.1,"Silla inv. TOKIO, azul",UDS,SILLA,4.0
108092,10000,,2,1906-S,,2022-06-16,,Pedestal móvil ATENAS,Unidad,5.0,,,0.0,0.0,1699.5,,ESCRITORIO,Compra,30000.0,2022-01-01,339.9,Pedestal móvil ATENAS,UDS,ESCRITORIO,5.0
108092,20000,,2,2000-S,,2022-06-16,,"Silla giratoria SIDNEY, verde",Unidad,7.0,,,0.0,0.0,1042.3,,SILLA,Compra,30000.0,2022-01-01,148.9,"Silla giratoria SIDNEY, verde",UDS,SILLA,38.0
108093,10000,,2,1908-S,,2022-07-09,,"Silla giratoria LONDRES, azul",Unidad,4.0,,,0.0,0.0,595.6,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria LONDRES, azul",UDS,SILLA,3.0
108093,20000,,2,1988-S,,2022-07-09,,"Silla inv. SEUL, roja",Unidad,3.0,,,0.0,0.0,453.3,,SILLA,Compra,20000.0,2022-01-01,151.1,"Silla inv. SEUL, roja",UDS,SILLA,0.0
108094,10000,,2,1920-S,,2022-07-09,,Mesa de conferencia AMBERES,Unidad,5.0,,,0.0,0.0,2540.0,,ESCRITORIO,Compra,40000.0,2022-01-01,508.0,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0
108095,10000,,2,1972-S,,2022-07-10,,"Silla giratoria MUNICH, amar.",Unidad,6.0,,,0.0,0.0,893.4,,SILLA,Compra,30000.0,2022-01-01,148.9,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0
108096,10000,,2,1968-S,,2022-07-11,,"Silla giratoria MÉXICO, negra",Unidad,7.0,,,0.0,0.0,1042.3,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0
108097,10000,,2,1900-S,,2022-07-12,,"Silla inv. PARÍS, negra",Unidad,8.0,,,0.0,0.0,1208.8,,SILLA,Compra,50000.0,2022-01-01,151.1,"Silla inv. PARÍS, negra",UDS,SILLA,0.0
108097,20000,,2,1980-S,,2022-07-12,,"Silla giratoria MOSCÚ, roja",Unidad,4.0,,,0.0,0.0,595.6,,SILLA,Compra,50000.0,2022-01-01,148.9,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0
108098,10000,,2,1936-S,,2022-07-12,,"BERLIN Guest Chair, yellow",Unidad,8.0,,,0.0,0.0,1208.8,,SILLA,Compra,10000.0,2022-01-01,151.1,"Silla invit. BERLÍN, amar.",UDS,SILLA,100.0
108099,10000,,2,1896-S,,2022-07-13,,Escritorio ATENAS,Unidad,10.0,,,0.0,0.0,7846.0,,MESA,Compra,50000.0,2022-01-01,784.6,Escritorio ATENAS,UDS,MESA,4.0
108100,10000,,2,1960-S,,2022-07-14,,"Silla inv. ROMA, verde",Unidad,7.0,,,0.0,0.0,1057.7,,SILLA,Compra,20000.0,2022-01-01,151.1,"Silla inv. ROMA, verde",UDS,SILLA,2.0
108101,10000,,2,1928-S,,2022-07-15,,Lámpara ÁMSTERDAM,Unidad,11.0,,,0.0,0.0,474.1,,VARIOS,Compra,30000.0,2022-01-01,43.1,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0
108102,10000,,2,1996-S,,2022-07-15,,"Pizarra ATLANTA, base",Unidad,7.0,,,0.0,0.0,7667.1,,VARIOS,Compra,40000.0,2022-01-01,1095.3,"Pizarra ATLANTA, base",UDS,VARIOS,10.0
108103,10000,,2,1964-S,,2022-07-16,,"Silla inv. TOKIO, azul",Unidad,4.0,,,0.0,0.0,604.4,,SILLA,Compra,40000.0,2022-01-01,151.1,"Silla inv. TOKIO, azul",UDS,SILLA,4.0
108104,10000,,2,2000-S,,2022-07-16,,"Silla giratoria SIDNEY, verde",Unidad,5.0,,,0.0,0.0,744.5,,SILLA,Compra,30000.0,2022-01-01,148.9,"Silla giratoria SIDNEY, verde",UDS,SILLA,38.0
108105,10000,,2,1906-S,,2022-07-17,,Pedestal móvil ATENAS,Unidad,7.0,,,0.0,0.0,2379.3,,ESCRITORIO,Compra,30000.0,2022-01-01,339.9,Pedestal móvil ATENAS,UDS,ESCRITORIO,5.0
108106,10000,,2,1908-S,,2022-08-09,,"Silla giratoria LONDRES, azul",Unidad,6.0,,,0.0,0.0,893.4,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria LONDRES, azul",UDS,SILLA,3.0
108106,20000,,2,1988-S,,2022-08-09,,"Silla inv. SEUL, roja",Unidad,4.0,,,0.0,0.0,604.4,,SILLA,Compra,20000.0,2022-01-01,151.1,"Silla inv. SEUL, roja",UDS,SILLA,0.0
108107,10000,,2,1920-S,,2022-08-09,,Mesa de conferencia AMBERES,Unidad,6.0,,,0.0,0.0,3048.0,,ESCRITORIO,Compra,40000.0,2022-01-01,508.0,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0
108108,10000,,2,1972-S,,2022-08-10,,"Silla giratoria MUNICH, amar.",Unidad,6.0,,,0.0,0.0,893.4,,SILLA,Compra,30000.0,2022-01-01,148.9,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0
108109,10000,,2,1968-S,,2022-08-11,,"Silla giratoria MÉXICO, negra",Unidad,8.0,,,0.0,0.0,1191.2,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0
108110,10000,,2,1900-S,,2022-08-12,,"Silla inv. PARÍS, negra",Unidad,8.0,,,0.0,0.0,1208.8,,SILLA,Compra,50000.0,2022-01-01,151.1,"Silla inv. PARÍS, negra",UDS,SILLA,0.0
108110,20000,,2,1980-S,,2022-08-12,,"Silla giratoria MOSCÚ, roja",Unidad,4.0,,,0.0,0.0,595.6,,SILLA,Compra,50000.0,2022-01-01,148.9,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0
108111,10000,,2,1936-S,,2022-08-12,,"BERLIN Guest Chair, yellow",Unidad,9.0,,,0.0,0.0,1359.9,,SILLA,Compra,10000.0,2022-01-01,151.1,"Silla invit. BERLÍN, amar.",UDS,SILLA,100.0
108112,10000,,2,1896-S,,2022-08-13,,Escritorio ATENAS,Unidad,11.0,,,0.0,0.0,8630.6,,MESA,Compra,50000.0,2022-01-01,784.6,Escritorio ATENAS,UDS,MESA,4.0
108113,10000,,2,1960-S,,2022-08-14,,"Silla inv. ROMA, verde",Unidad,7.0,,,0.0,0.0,1057.7,,SILLA,Compra,20000.0,2022-01-01,151.1,"Silla inv. ROMA, verde",UDS,SILLA,2.0
108114,10000,,2,1928-S,,2022-08-15,,Lámpara ÁMSTERDAM,Unidad,10.0,,,0.0,0.0,431.0,,VARIOS,Compra,30000.0,2022-01-01,43.1,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0
108115,10000,,2,1996-S,,2022-08-15,,"Pizarra ATLANTA, base",Unidad,9.0,,,0.0,0.0,9857.7,,VARIOS,Compra,40000.0,2022-01-01,1095.3,"Pizarra ATLANTA, base",UDS,VARIOS,10.0
108116,10000,,2,1964-S,,2022-08-16,,"Silla inv. TOKIO, azul",Unidad,6.0,,,0.0,0.0,906.6,,SILLA,Compra,40000.0,2022-01-01,151.1,"Silla inv. TOKIO, azul",UDS,SILLA,4.0
108117,10000,,2,2000-S,,2022-08-16,,"Silla giratoria SIDNEY, verde",Unidad,7.0,,,0.0,0.0,1042.3,,SILLA,Compra,30000.0,2022-01-01,148.9,"Silla giratoria SIDNEY, verde",UDS,SILLA,38.0
108118,10000,,2,1906-S,,2022-08-17,,Pedestal móvil ATENAS,Unidad,7.0,,,0.0,0.0,2379.3,,ESCRITORIO,Compra,30000.0,2022-01-01,339.9,Pedestal móvil ATENAS,UDS,ESCRITORIO,5.0
108119,10000,,2,1908-S,,2022-09-09,,"Silla giratoria LONDRES, azul",Unidad,4.0,,,0.0,0.0,595.6,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria LONDRES, azul",UDS,SILLA,3.0
108119,20000,,2,1988-S,,2022-09-09,,"Silla inv. SEUL, roja",Unidad,4.0,,,0.0,0.0,604.4,,SILLA,Compra,20000.0,2022-01-01,151.1,"Silla inv. SEUL, roja",UDS,SILLA,0.0
108120,10000,,2,1920-S,,2022-09-09,,Mesa de conferencia AMBERES,Unidad,4.0,,,0.0,0.0,2032.0,,ESCRITORIO,Compra,40000.0,2022-01-01,508.0,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0
108121,10000,,2,1972-S,,2022-09-10,,"Silla giratoria MUNICH, amar.",Unidad,5.0,,,0.0,0.0,744.5,,SILLA,Compra,30000.0,2022-01-01,148.9,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0
108122,10000,,2,1900-S,,2022-09-11,,"Silla inv. PARÍS, negra",Unidad,4.0,,,0.0,0.0,604.4,,SILLA,Compra,50000.0,2022-01-01,151.1,"Silla inv. PARÍS, negra",UDS,SILLA,0.0
108122,20000,,2,1980-S,,2022-09-11,,"Silla giratoria MOSCÚ, roja",Unidad,3.0,,,0.0,0.0,446.7,,SILLA,Compra,50000.0,2022-01-01,148.9,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0
108123,10000,,2,1968-S,,2022-09-11,,"Silla giratoria MÉXICO, negra",Unidad,5.0,,,0.0,0.0,744.5,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0
108124,10000,,2,1936-S,,2022-09-12,,"BERLIN Guest Chair, yellow",Unidad,7.0,,,0.0,0.0,1057.7,,SILLA,Compra,10000.0,2022-01-01,151.1,"Silla invit. BERLÍN, amar.",UDS,SILLA,100.0
108125,10000,,2,1896-S,,2022-09-13,,Escritorio ATENAS,Unidad,9.0,,,0.0,0.0,7061.4,,MESA,Compra,50000.0,2022-01-01,784.6,Escritorio ATENAS,UDS,MESA,4.0
108126,10000,,2,1928-S,,2022-09-14,,Lámpara ÁMSTERDAM,Unidad,9.0,,,0.0,0.0,387.9,,VARIOS,Compra,30000.0,2022-01-01,43.1,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0
108127,10000,,2,1960-S,,2022-09-14,,"Silla inv. ROMA, verde",Unidad,5.0,,,0.0,0.0,755.5,,SILLA,Compra,20000.0,2022-01-01,151.1,"Silla inv. ROMA, verde",UDS,SILLA,2.0
108128,10000,,2,1996-S,,2022-09-14,,"Pizarra ATLANTA, base",Unidad,7.0,,,0.0,0.0,7667.1,,VARIOS,Compra,40000.0,2022-01-01,1095.3,"Pizarra ATLANTA, base",UDS,VARIOS,10.0
108129,10000,,2,1964-S,,2022-09-15,,"Silla inv. TOKIO, azul",Unidad,4.0,,,0.0,0.0,604.4,,SILLA,Compra,40000.0,2022-01-01,151.1,"Silla inv. TOKIO, azul",UDS,SILLA,4.0
108130,10000,,2,1906-S,,2022-09-16,,Pedestal móvil ATENAS,Unidad,3.0,,,0.0,0.0,1019.7,,ESCRITORIO,Compra,30000.0,2022-01-01,339.9,Pedestal móvil ATENAS,UDS,ESCRITORIO,5.0
108130,20000,,2,2000-S,,2022-09-16,,"Silla giratoria SIDNEY, verde",Unidad,5.0,,,0.0,0.0,744.5,,SILLA,Compra,30000.0,2022-01-01,148.9,"Silla giratoria SIDNEY, verde",UDS,SILLA,38.0
108131,10000,,2,1908-S,,2022-10-09,,"Silla giratoria LONDRES, azul",Unidad,4.0,,,0.0,0.0,595.6,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria LONDRES, azul",UDS,SILLA,3.0
108131,20000,,2,1988-S,,2022-10-09,,"Silla inv. SEUL, roja",Unidad,5.0,,,0.0,0.0,755.5,,SILLA,Compra,20000.0,2022-01-01,151.1,"Silla inv. SEUL, roja",UDS,SILLA,0.0
108132,10000,,2,1920-S,,2022-10-09,,Mesa de conferencia AMBERES,Unidad,4.0,,,0.0,0.0,2032.0,,ESCRITORIO,Compra,40000.0,2022-01-01,508.0,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0
108133,10000,,2,1972-S,,2022-10-10,,"Silla giratoria MUNICH, amar.",Unidad,7.0,,,0.0,0.0,1042.3,,SILLA,Compra,30000.0,2022-01-01,148.9,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0
108134,10000,,2,1968-S,,2022-10-11,,"Silla giratoria MÉXICO, negra",Unidad,9.0,,,0.0,0.0,1340.1,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0
